,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MEGALOPOLIS (PPC)
2017-12-21,50,47.4,45,43,40.2,37,93,76.5,62,18,18,18,30.2,30.1,30.0,0.0,23491342.0
2017-12-22,54,48.1,45,43,39.4,36,93,72.6,58,22,22,22,30.0,29.8,29.7,0.0,22042966.0
2017-12-23,52,46.4,41,39,34.3,27,81,63.4,44,14,14,14,30.1,30.0,29.8,0.0,18258641.0
2017-12-24,59,45.3,30,36,29.9,23,86,57.6,30,12,12,12,30.2,30.2,30.1,0.0,13793113.0
2017-12-25,63,48.8,34,46,38.9,32,93,72.0,39,6,6,6,30.4,30.3,30.2,0.0,13786993.0
2017-12-26,64,53.5,43,48,45.1,41,93,75.0,48,6,6,6,30.3,30.2,30.1,0.0,13823779.0
2017-12-27,57,50.0,45,50,46.4,41,94,87.8,72,6,6,6,30.1,30.0,29.9,0.0,14784918.0
2017-12-28,59,53.2,46,52,49.1,45,94,86.0,72,20,20,20,29.9,29.8,29.7,0.0,10266990.0
2017-12-29,55,50.0,45,52,47.0,43,94,89.6,77,9,9,9,29.8,29.8,29.7,0.0,11129795.0
2017-12-30,57,47.7,39,46,40.0,36,100,76.6,51,17,17,17,30.0,29.9,29.8,0.0,12888231.0
2017-12-31,59,46.7,37,36,31.3,25,93,58.8,27,13,13,13,30.1,30.1,30.0,0.0,9845444.0
2018-01-01,86,51.1,36,45,37.7,28,81,62.6,13,16,16,16,30.1,30.1,30.0,0.0,26744.0
2018-01-02,64,54.8,46,50,44.8,43,93,70.1,45,9,9,9,30.0,29.9,29.8,0.0,6731579.0
2018-01-03,61,51.3,43,46,42.4,39,93,73.6,48,15,15,15,29.9,29.8,29.7,0.0,24077.0
2018-01-04,61,51.6,43,50,42.7,36,94,73.0,51,20,20,20,29.9,29.7,29.6,0.0,11246.0
2018-01-05,63,49.7,36,46,38.1,32,87,67.2,34,8,8,8,30.0,29.9,29.8,0.0,4.0
2018-01-06,64,52.7,41,50,46.3,39,93,77.7,0,6,6,6,30.1,30.1,30.0,0.0,4.0
2018-01-07,66,56.9,50,52,50.0,48,94,79.2,56,8,8,8,30.3,30.3,30.1,0.0,
2018-01-08,66,57.0,46,54,49.6,45,94,78.0,52,7,7,7,30.4,30.4,30.4,0.0,1488.0
2018-01-09,64,55.7,50,54,49.7,46,94,81.4,63,6,6,6,30.4,30.3,30.2,0.0,11932538.0
2018-01-10,64,56.6,50,50,46.0,45,94,70.1,49,9,9,9,30.2,30.0,29.9,0.0,15122920.0
2018-01-11,57,52.2,46,54,49.6,45,94,90.9,77,6,6,6,29.9,29.8,29.8,0.0,14066478.0
2018-01-12,61,50.6,41,50,45.2,39,93,83.1,59,16,16,16,30.0,29.9,29.9,0.0,15731367.0
2018-01-13,55,49.8,46,48,46.1,41,94,87.9,67,9,9,9,29.9,29.8,29.8,0.0,10964127.0
2018-01-14,61,52.9,45,45,39.7,36,82,62.1,39,10,10,10,30.3,30.1,29.9,0.0,2172.0
2018-01-15,57,50.1,45,48,45.5,43,94,84.9,67,9,9,9,30.3,30.3,30.2,0.0,12901386.0
2018-01-16,59,52.6,48,54,48.2,45,94,86.3,67,6,6,6,30.2,30.1,30.0,0.0,11176779.0
2018-01-17,64,56.0,46,50,47.9,45,94,75.5,52,8,8,8,30.0,29.8,29.7,0.0,11063177.0
2018-01-18,59,52.0,39,48,28.5,16,81,43.3,22,30,30,30,30.1,29.9,29.6,0.0,13517404.0
2018-01-19,63,48.0,32,45,36.5,28,87,66.9,42,8,8,8,30.1,30.1,30.0,0.0,2798716.0
2018-01-20,61,54.4,48,52,47.4,45,94,77.9,59,10,10,10,30.1,30.0,29.9,0.0,
2018-01-21,63,55.0,48,52,48.3,46,94,80.3,55,12,12,12,29.9,29.7,29.6,0.0,1833.0
2018-01-22,59,51.9,41,48,37.5,30,94,60.4,36,24,24,24,29.8,29.6,29.5,0.0,9948536.0
2018-01-23,57,47.3,36,39,35.1,28,87,64.4,41,8,8,8,30.1,30.0,29.8,0.0,13799153.0
2018-01-24,54,49.4,43,37,28.0,23,66,44.1,35,17,17,17,30.3,30.2,30.1,0.0,12282608.0
2018-01-25,55,46.4,36,32,22.4,16,81,41.3,24,16,16,16,30.4,30.3,30.2,0.0,21302177.0
2018-01-26,57,43.5,32,37,31.4,27,87,65.8,38,7,7,7,30.3,30.2,30.2,0.0,19647120.0
2018-01-27,59,45.7,32,41,35.3,30,93,70.5,42,7,7,7,30.4,30.3,30.3,0.0,12129406.0
2018-01-28,61,47.2,36,45,40.0,34,93,77.8,51,7,7,7,30.4,30.4,30.4,0.0,12487712.0
2018-01-29,63,48.3,34,46,41.2,34,100,78.2,48,7,7,7,30.4,30.4,30.3,0.0,14414385.0
2018-01-30,61,50.8,39,45,40.9,37,93,70.8,51,16,16,16,30.3,30.3,30.2,0.0,13368166.0
2018-01-31,64,50.2,37,46,41.4,36,100,73.7,45,10,10,10,30.2,30.2,30.1,0.0,13473932.0
2018-02-01,61,50.5,39,46,41.5,37,93,73.7,45,7,7,7,30.2,30.1,30.1,0.0,13061630.0
2018-02-02,63,55.7,48,52,48.0,45,87,75.8,63,14,14,14,30.1,30.1,30.1,0.0,12732967.0
2018-02-03,63,58.4,54,54,51.0,48,88,76.8,68,16,16,16,30.1,30.0,29.9,0.0,10802904.0
2018-02-04,61,58.0,50,55,50.9,45,88,77.0,67,13,13,13,30.0,29.9,29.9,0.0,10808327.0
2018-02-05,61,52.1,43,45,39.5,36,87,63.9,39,14,14,14,30.1,30.0,30.0,0.0,10025276.0
2018-02-06,63,48.3,41,46,41.7,39,93,79.8,48,7,7,7,30.1,30.1,30.0,0.0,6390.0
2018-02-07,66,56.6,48,52,44.3,39,82,64.2,49,13,13,13,30.0,29.9,29.9,0.0,
2018-02-08,66,54.9,41,55,43.3,37,93,68.0,37,15,15,15,30.0,30.0,29.9,0.0,
2018-02-09,63,52.7,45,50,45.1,39,94,77.6,42,6,6,6,30.0,29.9,29.8,0.0,
2018-02-10,61,54.1,50,52,49.2,46,94,84.4,63,24,24,24,29.8,29.5,29.3,0.0,
2018-02-11,59,52.4,41,48,44.0,37,93,74.2,48,9,9,9,29.9,29.7,29.4,0.0,
2018-02-12,59,48.0,37,45,39.1,36,93,73.9,48,12,12,12,29.9,29.9,29.9,0.0,
2018-02-13,61,50.4,39,50,43.2,37,93,77.8,55,13,13,13,30.0,29.9,29.8,0.0,15180.0
2018-02-14,55,50.5,45,46,42.4,39,93,73.8,54,10,10,10,30.0,29.9,29.8,0.0,
2018-02-15,54,49.9,45,46,42.9,37,93,76.9,62,15,15,15,29.9,29.7,29.6,0.0,2.0
2018-02-16,63,53.5,45,39,37.6,36,76,56.2,39,17,17,17,30.1,30.0,29.8,0.0,2.0
2018-02-17,61,51.0,37,46,41.9,34,93,72.6,55,9,9,9,30.2,30.1,30.1,0.0,927.0
2018-02-18,63,52.9,41,48,44.2,39,93,73.8,52,8,8,8,30.1,30.1,30.0,0.0,
2018-02-19,57,51.4,46,50,46.3,43,94,83.2,67,5,5,5,30.0,29.9,29.9,0.0,
2018-02-20,57,52.0,50,50,48.3,46,94,88.6,67,7,7,7,29.9,29.8,29.7,0.0,
2018-02-21,64,53.9,48,52,47.4,45,94,80.3,56,16,16,16,29.7,29.7,29.6,0.0,912.0
2018-02-22,63,54.4,48,52,48.1,45,94,81.4,55,12,12,12,29.8,29.7,29.7,0.0,7299307.0
2018-02-23,68,54.3,45,48,44.5,41,93,72.0,40,8,8,8,29.8,29.7,29.7,0.0,14871196.0
2018-02-24,59,52.0,45,50,45.6,43,94,79.8,55,22,22,22,29.8,29.7,29.6,0.0,14139612.0
2018-02-25,59,49.6,41,48,44.4,39,94,83.5,59,8,8,8,29.8,29.7,29.6,0.0,14146527.0
2018-02-26,57,52.9,46,50,45.3,41,94,76.4,55,9,9,9,29.6,29.5,29.4,0.0,20088702.0
2018-02-27,59,52.9,43,54,44.7,34,94,74.9,51,12,12,12,29.7,29.7,29.6,0.0,23761951.0
2018-02-28,59,53.7,43,54,40.2,28,82,61.5,41,21,21,21,30.0,29.8,29.6,0.0,21115885.0
2018-03-01,59,50.1,41,45,36.9,28,82,61.6,42,12,12,12,30.1,30.0,29.9,0.0,18447120.0
2018-03-02,64,54.4,46,54,48.7,43,88,80.7,64,16,16,16,29.9,29.8,29.6,0.0,13432014.0
2018-03-03,73,60.0,50,54,47.5,36,94,68.0,27,7,7,7,29.7,29.7,29.7,0.0,10735140.0
2018-03-04,73,59.4,50,55,49.6,39,94,74.2,29,10,10,10,29.7,29.7,29.6,0.0,12537049.0
2018-03-05,72,58.3,48,57,50.2,46,94,77.3,41,18,18,18,29.7,29.5,29.4,0.0,12179668.0
2018-03-06,66,60.3,55,54,51.4,45,88,72.9,52,14,14,14,29.7,29.7,29.6,0.0,10786412.0
2018-03-07,72,62.4,50,55,50.5,46,94,67.0,43,14,14,14,29.8,29.8,29.7,0.0,4364775.0
2018-03-08,66,56.5,46,52,44.0,37,94,65.7,40,20,20,20,30.0,29.9,29.8,0.0,
2018-03-09,64,54.7,46,45,39.5,34,76,58.1,32,13,13,13,30.0,30.0,30.0,0.0,
2018-03-10,68,55.3,43,45,40.3,36,82,59.3,32,9,9,9,30.1,30.0,30.0,0.0,10.0
2018-03-11,72,56.2,45,52,46.0,39,88,71.2,43,14,14,14,30.0,30.0,29.9,0.0,
2018-03-12,64,56.4,45,55,50.6,43,94,81.5,68,12,12,12,30.0,29.9,29.8,0.0,
2018-03-13,68,56.6,45,55,45.7,39,94,69.5,37,12,12,12,29.9,29.9,29.8,0.0,
2018-03-14,66,53.7,41,50,41.6,37,93,68.1,35,13,13,13,29.9,29.9,29.9,0.0,
2018-03-15,66,53.2,41,48,41.8,37,93,68.9,35,9,9,9,30.0,29.9,29.9,0.0,
2018-03-16,66,54.4,43,54,45.3,39,93,72.5,49,9,9,9,30.0,29.9,29.9,0.0,8.0
2018-03-17,70,58.1,45,52,47.0,41,93,68.7,43,17,17,17,29.9,29.8,29.7,0.0,
2018-03-18,72,62.9,50,57,50.7,45,82,65.6,46,15,15,15,29.7,29.6,29.6,0.0,8.0
2018-03-19,64,54.3,45,55,48.5,41,93,81.1,59,16,16,16,29.8,29.7,29.6,0.0,
2018-03-20,66,53.4,41,48,43.0,37,93,71.6,35,12,12,12,30.0,29.8,29.7,0.0,
2018-03-21,64,51.7,39,52,45.8,37,93,81.4,63,13,13,13,30.0,29.9,29.7,0.0,
2018-03-22,72,62.2,54,55,47.6,39,77,59.8,38,16,16,16,29.7,29.5,29.5,0.0,7807.0
2018-03-23,61,53.6,48,52,46.0,39,93,76.2,48,10,10,10,29.6,29.5,29.5,0.0,26553.0
2018-03-24,57,49.9,45,48,44.2,41,93,80.9,58,15,15,15,29.8,29.6,29.5,0.0,10.0
2018-03-25,64,52.4,41,54,44.5,39,100,77.2,45,28,28,28,30.0,29.8,29.7,0.0,
2018-03-26,68,60.1,52,52,45.3,32,82,60.8,30,21,21,21,29.9,29.8,29.7,0.0,
2018-03-27,64,56.5,52,54,49.3,46,94,78.8,55,13,13,13,29.9,29.9,29.9,0.0,
2018-03-28,66,55.7,48,52,45.3,37,94,71.0,46,15,15,15,29.9,29.8,29.7,0.0,
2018-03-29,68,55.0,43,45,39.5,32,87,60.7,28,18,18,18,30.0,29.9,29.8,0.0,
2018-03-30,68,55.6,43,54,46.5,41,94,73.8,40,10,10,10,30.1,30.1,30.0,0.0,6.0
2018-03-31,66,55.2,46,55,49.1,45,94,81.0,49,10,10,10,30.1,30.0,29.9,0.0,
2018-04-01,72,59.9,48,55,47.1,37,94,65.2,33,17,17,17,29.9,29.9,29.8,0.0,22.0
2018-04-02,68,57.7,45,46,43.4,41,87,60.8,37,16,16,16,30.1,30.0,29.9,0.0,4.0
2018-04-03,68,57.2,43,46,42.3,37,87,60.8,33,12,12,12,30.1,30.1,30.1,0.0,
2018-04-04,75,58.5,43,50,43.9,37,88,62.1,29,12,12,12,30.1,30.1,30.1,0.0,
2018-04-05,70,58.5,43,50,44.7,39,87,62.5,38,12,12,12,30.0,29.9,29.8,0.0,
2018-04-06,73,62.3,52,46,43.8,39,72,52.1,33,17,17,17,29.8,29.7,29.7,0.0,
2018-04-07,72,60.5,50,55,48.2,41,94,65.5,43,12,12,12,30.0,29.9,29.8,0.0,4.0
2018-04-08,70,59.2,43,52,47.2,41,94,67.4,46,10,10,10,30.0,30.0,29.9,0.0,6.0
2018-04-09,70,59.7,46,52,48.0,43,94,67.6,40,13,13,13,30.0,29.9,29.9,0.0,
2018-04-10,75,62.0,46,52,44.8,37,94,58.9,25,12,12,12,29.9,29.9,29.8,0.0,
2018-04-11,75,61.1,50,52,47.9,41,88,65.1,31,12,12,12,29.9,29.8,29.7,0.0,
2018-04-12,82,66.7,52,52,46.0,39,82,51.6,23,8,8,8,29.8,29.8,29.7,0.0,5.0
2018-04-13,77,65.4,50,54,49.4,45,82,59.0,34,8,8,8,29.9,29.9,29.8,0.0,
2018-04-14,82,67.8,50,57,52.2,46,94,62.2,30,12,12,12,30.0,29.9,29.9,0.0,
2018-04-15,84,74.4,63,61,51.4,39,64,45.4,27,9,9,9,29.9,29.8,29.7,0.0,19.0
2018-04-16,75,67.9,55,59,51.8,39,82,57.7,27,13,13,13,29.9,29.9,29.8,0.0,
2018-04-17,72,63.1,52,55,51.7,48,88,68.4,49,8,8,8,30.0,30.0,29.9,0.0,
2018-04-18,72,63.4,52,57,53.3,48,94,71.3,50,12,12,12,30.1,30.1,30.0,0.0,
2018-04-19,75,65.0,54,57,52.9,50,88,66.6,44,12,12,12,30.1,30.1,30.0,0.0,2790.0
2018-04-20,75,64.2,50,59,52.1,46,94,68.4,38,13,13,13,30.1,30.0,29.9,0.0,2156.0
2018-04-21,77,67.0,55,59,42.8,32,88,45.6,19,13,13,13,30.1,30.0,30.0,0.0,2.0
2018-04-22,73,61.5,46,54,45.0,37,87,58.5,29,16,16,16,30.1,30.0,30.0,0.0,
2018-04-23,73,63.5,52,55,52.2,46,94,69.7,38,12,12,12,30.0,29.9,29.9,0.0,673.0
2018-04-24,73,62.6,50,57,53.8,48,94,75.3,53,10,10,10,30.0,30.0,29.9,0.0,2.0
2018-04-25,86,67.6,50,57,45.6,30,88,51.0,14,17,17,17,30.0,29.9,29.9,0.0,
2018-04-26,79,66.2,50,59,51.3,45,82,61.2,34,10,10,10,29.9,29.9,29.8,0.0,
2018-04-27,79,65.7,54,55,50.5,45,82,61.7,30,12,12,12,29.9,29.8,29.8,0.0,
2018-04-28,86,70.9,55,55,49.0,39,82,49.4,22,12,12,12,29.9,29.8,29.7,0.0,
2018-04-29,88,71.7,57,55,51.2,46,77,50.9,24,9,9,9,29.8,29.8,29.7,0.0,
2018-04-30,79,69.5,61,59,55.3,52,88,62.8,39,12,12,12,29.9,29.8,29.8,0.0,
2018-05-01,81,68.7,55,59,52.9,50,82,60.2,34,10,10,10,29.9,29.8,29.8,0.0,2.0
2018-05-02,82,69.2,54,55,51.6,46,88,57.5,30,9,9,9,29.8,29.7,29.6,0.0,2.0
2018-05-03,82,69.7,63,61,54.1,46,78,59.1,28,22,22,22,29.7,29.6,29.5,0.0,
2018-05-04,77,67.9,57,57,53.4,46,88,61.5,34,16,16,16,29.8,29.8,29.7,0.0,
2018-05-05,77,68.8,63,55,54.3,54,77,60.5,44,16,16,16,29.8,29.8,29.8,0.0,
2018-05-06,77,65.7,59,59,55.5,54,94,71.8,44,21,21,21,29.8,29.8,29.8,0.0,
2018-05-07,75,65.7,61,64,60.2,57,94,83.3,57,13,13,13,29.8,29.8,29.7,0.0,40039.0
2018-05-08,73,64.6,55,63,58.3,54,94,80.9,57,10,10,10,29.8,29.7,29.7,0.0,9017710.0
2018-05-09,75,65.5,55,59,56.6,54,94,74.7,50,10,10,10,29.7,29.7,29.6,0.0,10801599.0
2018-05-10,77,65.3,55,57,53.7,50,94,68.6,41,15,15,15,29.8,29.7,29.6,0.0,10839009.0
2018-05-11,77,66.6,57,61,57.1,55,94,73.3,47,12,12,12,29.9,29.8,29.8,0.0,11161973.0
2018-05-12,75,66.2,55,59,56.2,54,94,71.8,47,12,12,12,29.9,29.9,29.9,0.0,10858868.0
2018-05-13,77,67.3,57,61,57.0,54,94,71.8,47,10,10,10,29.9,29.9,29.9,0.0,10846317.0
2018-05-14,82,69.0,57,63,58.0,48,94,70.8,30,12,12,12,30.0,29.9,29.9,0.0,12886323.0
2018-05-15,82,68.4,57,59,54.7,45,94,66.1,26,10,10,10,30.0,30.0,30.0,0.0,7835218.0
2018-05-16,79,68.5,59,55,51.6,41,88,58.5,26,7,7,7,30.0,30.0,29.9,0.0,1109052.0
2018-05-17,84,69.6,59,63,53.8,48,94,59.5,28,13,13,13,30.0,29.9,29.9,0.0,11011498.0
2018-05-18,90,72.0,63,63,54.4,46,77,56.2,24,10,10,10,29.9,29.9,29.8,0.0,12043276.0
2018-05-19,79,69.4,57,64,58.9,52,94,69.5,57,10,10,10,30.0,29.8,29.8,0.0,8685758.0
2018-05-20,82,70.3,59,64,59.8,54,94,71.8,37,13,13,13,29.9,29.8,29.8,0.0,19391.0
2018-05-21,88,76.7,63,59,54.6,52,77,49.1,29,16,16,16,29.9,29.8,29.7,0.0,11784927.0
2018-05-22,84,71.5,59,63,57.5,54,88,64.7,37,12,12,12,30.0,29.9,29.9,0.0,12448366.0
2018-05-23,86,72.5,59,63,57.6,54,88,62.6,33,13,13,13,30.0,29.9,29.9,0.0,12380829.0
2018-05-24,82,71.5,61,63,58.8,52,94,66.9,37,17,17,17,29.9,29.9,29.8,0.0,11611427.0
2018-05-25,81,69.0,61,64,58.9,55,94,72.6,42,13,13,13,29.9,29.8,29.8,0.0,11961948.0
2018-05-26,88,72.2,59,63,56.9,46,88,63.0,25,10,10,10,29.9,29.9,29.9,0.0,8039953.0
2018-05-27,90,73.4,61,64,55.8,48,88,58.1,24,12,12,12,30.0,29.9,29.9,0.0,
2018-05-28,84,71.0,59,66,60.2,52,94,71.3,33,15,15,15,30.0,29.9,29.9,0.0,
2018-05-29,81,71.7,59,64,61.0,54,94,70.7,44,13,13,13,30.0,29.9,29.9,0.0,29380.0
2018-05-30,82,71.8,59,64,58.5,52,94,66.3,35,14,14,14,29.9,29.9,29.9,0.0,12209844.0
2018-05-31,81,71.2,59,66,59.4,54,88,68.7,39,17,17,17,29.9,29.9,29.9,0.0,14053119.0
2018-06-01,82,72.2,59,68,62.3,57,94,72.8,48,13,13,13,29.9,29.9,29.9,0.0,14264088.0
2018-06-02,95,77.4,63,66,55.7,41,94,53.5,15,13,13,13,29.9,29.9,29.9,0.0,13995453.0
2018-06-03,88,75.8,63,63,58.3,52,82,56.8,33,20,20,20,29.9,29.9,29.8,0.0,14669883.0
2018-06-04,91,77.7,64,81,57.7,43,78,51.5,0,109,109,109,29.9,29.8,29.7,0.0,15250010.0
2018-06-05,93,81.0,66,61,50.8,41,68,39.5,16,16,16,16,29.8,29.8,29.7,0.0,12513559.0
2018-06-06,90,75.8,61,61,51.8,43,78,47.2,22,12,12,12,29.9,29.9,29.8,0.0,12256022.0
2018-06-07,88,74.6,59,66,59.8,55,88,63.5,33,10,10,10,30.0,29.9,29.9,0.0,14932353.0
2018-06-08,91,78.5,63,63,57.4,50,88,52.5,24,9,9,9,29.9,29.9,29.9,0.0,12545109.0
2018-06-09,88,76.5,64,66,60.9,55,83,59.7,38,16,16,16,29.9,29.8,29.8,0.0,14570541.0
2018-06-10,86,75.8,64,64,59.9,57,83,60.1,37,17,17,17,29.8,29.7,29.7,0.0,14554458.0
2018-06-11,88,78.4,70,63,60.3,55,78,55.5,35,15,15,15,29.8,29.7,29.7,0.0,17095451.0
2018-06-12,86,75.7,63,66,62.1,57,88,64.3,40,12,12,12,29.8,29.7,29.7,0.0,17402396.0
2018-06-13,93,78.4,66,66,60.1,50,88,57.6,24,16,16,16,29.7,29.6,29.6,0.0,17572993.0
2018-06-14,90,78.4,68,66,59.5,46,83,56.9,22,9,9,9,29.7,29.6,29.6,0.0,17960944.0
2018-06-15,79,71.3,63,66,61.8,57,88,72.8,50,18,18,18,29.7,29.7,29.6,0.0,19353485.0
2018-06-16,77,69.5,63,64,62.0,59,94,77.9,54,7,7,7,29.8,29.7,29.6,0.0,18987401.0
2018-06-17,84,72.5,63,66,61.5,57,94,70.6,40,18,18,18,29.8,29.8,29.7,0.0,19809786.0
2018-06-18,81,72.1,64,64,62.4,59,94,72.4,48,10,10,10,29.8,29.8,29.8,0.0,20795276.0
2018-06-19,82,71.5,64,66,62.7,59,94,75.1,45,16,16,16,29.9,29.8,29.8,0.0,16112024.0
2018-06-20,90,73.7,64,64,59.8,46,88,64.8,22,9,9,9,30.0,29.9,29.9,0.0,15039859.0
2018-06-21,84,73.3,59,68,58.9,52,88,64.2,33,10,10,10,29.9,29.9,29.9,0.0,12149407.0
2018-06-22,86,74.0,61,66,60.8,55,88,65.7,37,15,15,15,29.9,29.9,29.9,0.0,15641152.0
2018-06-23,88,76.1,64,64,61.0,55,94,62.9,35,13,13,13,29.9,29.9,29.8,0.0,16508131.0
2018-06-24,81,74.5,64,68,64.3,61,94,71.6,57,14,14,14,29.9,29.9,29.8,0.0,14810013.0
2018-06-25,81,72.4,66,68,63.8,61,94,75.8,54,9,9,9,29.9,29.8,29.7,0.0,14453277.0
2018-06-26,77,68.8,64,66,63.5,61,94,83.2,57,17,17,17,29.7,29.6,29.6,0.0,12874062.0
2018-06-27,79,71.1,64,66,62.8,59,94,75.9,51,15,15,15,29.7,29.6,29.6,0.0,20006759.0
2018-06-28,77,68.2,61,64,59.9,57,94,76.2,50,12,12,12,29.8,29.7,29.7,0.0,18537910.0
2018-06-29,82,71.6,59,63,58.3,54,94,66.7,39,18,18,18,29.8,29.8,29.7,0.0,13873425.0
2018-06-30,84,73.6,61,63,59.6,55,94,64.4,39,15,15,15,29.8,29.7,29.7,0.0,16519760.0
2018-07-01,86,75.9,64,66,61.9,59,88,63.7,42,13,13,13,29.9,29.8,29.8,0.0,14514476.0
2018-07-02,90,77.2,64,68,63.5,61,88,65.3,40,14,14,14,29.9,29.9,29.9,0.0,10633886.0
2018-07-03,91,78.6,64,66,59.6,50,88,55.6,29,13,13,13,29.9,29.9,29.9,0.0,13833396.0
2018-07-04,90,78.8,66,66,60.2,54,78,55.2,29,10,10,10,29.9,29.9,29.8,0.0,16096577.0
2018-07-05,93,80.0,68,68,61.5,57,83,56.1,33,12,12,12,29.9,29.8,29.8,0.0,16259134.0
2018-07-06,91,79.9,68,68,63.4,61,83,59.5,36,10,10,10,29.8,29.8,29.7,0.0,17011036.0
2018-07-07,90,79.9,68,68,63.0,57,83,58.5,38,14,14,14,29.8,29.7,29.7,0.0,16582341.0
2018-07-08,88,79.1,73,66,62.2,59,78,56.7,38,17,17,17,29.8,29.7,29.7,0.0,13984439.0
2018-07-09,86,76.6,66,66,63.5,61,88,65.3,43,15,15,15,29.8,29.8,29.8,0.0,15985919.0
2018-07-10,88,77.0,66,63,58.5,46,88,57.1,24,16,16,16,29.9,29.8,29.8,0.0,16193865.0
2018-07-11,90,77.6,64,64,57.8,52,83,53.8,29,16,16,16,29.9,29.9,29.8,0.0,16227571.0
2018-07-12,88,78.5,66,66,62.0,59,83,58.5,38,12,12,12,29.9,29.9,29.9,0.0,16952882.0
2018-07-13,97,82.3,70,68,60.3,52,73,50.1,23,16,16,16,29.9,29.8,29.8,0.0,16565144.0
2018-07-14,95,80.6,68,66,59.6,55,78,51.0,30,12,12,12,29.8,29.8,29.8,0.0,16435881.0
2018-07-15,88,77.8,66,66,63.6,61,88,63.6,43,12,12,12,29.9,29.8,29.8,0.0,16295242.0
2018-07-16,88,78.2,66,70,64.1,61,88,64.3,40,9,9,9,29.8,29.8,29.8,0.0,14182161.0
2018-07-17,95,81.1,68,68,61.4,55,88,54.6,26,12,12,12,29.9,29.8,29.7,0.0,36016.0
2018-07-18,90,80.4,72,68,65.1,61,88,62.0,40,20,20,20,29.7,29.7,29.7,0.0,1087.0
2018-07-19,93,80.6,68,68,59.6,45,83,52.5,19,18,18,18,29.8,29.8,29.7,0.0,12880637.0
2018-07-20,88,79.4,70,64,59.4,55,78,51.8,35,14,14,14,29.8,29.8,29.7,0.0,11702064.0
2018-07-21,91,79.9,68,66,60.8,55,83,55.1,29,12,12,12,29.9,29.8,29.8,0.0,2.0
2018-07-22,100,81.6,68,68,55.8,37,78,46.2,13,17,17,17,29.9,29.9,29.8,0.0,19658.0
2018-07-23,95,80.0,64,63,56.1,48,68,46.1,26,20,20,20,29.9,29.7,29.6,0.0,7979611.0
2018-07-24,90,78.2,64,66,60.0,54,83,56.3,29,17,17,17,29.6,29.6,29.6,0.0,6650722.0
2018-07-25,88,78.1,66,66,62.4,59,83,60.5,38,12,12,12,29.7,29.7,29.6,0.0,
2018-07-26,90,78.7,68,68,64.7,52,88,65.1,31,12,12,12,29.8,29.7,29.7,0.0,
2018-07-27,88,76.9,70,72,65.8,57,94,70.8,37,12,12,12,29.9,29.8,29.8,0.0,
2018-07-28,81,77.9,75,68,66.3,64,74,68.3,58,13,13,13,29.8,29.8,29.8,0.0,
2018-07-29,91,79.7,68,68,62.8,52,88,59.9,26,13,13,13,29.8,29.7,29.7,0.0,
2018-07-30,88,82.6,73,66,63.4,59,73,53.0,40,10,10,10,29.8,29.8,29.7,0.0,
2018-07-31,88,78.3,68,70,65.2,61,88,65.8,40,13,13,13,29.8,29.8,29.7,0.0,
2018-08-01,90,78.7,66,70,65.3,63,88,65.8,43,14,14,14,29.9,29.8,29.8,0.0,
2018-08-02,91,80.4,68,70,66.4,63,88,65.4,41,14,14,14,29.9,29.9,29.8,0.0,
2018-08-03,90,77.9,66,72,66.8,50,94,70.7,46,24,24,24,29.9,29.8,29.8,0.0,
2018-08-04,91,77.8,66,73,66.7,55,94,71.8,31,10,10,10,29.9,29.8,29.8,0.0,
2018-08-05,91,81.4,70,68,58.1,48,78,47.7,23,10,10,10,29.9,29.9,29.8,0.0,10688.0
2018-08-06,91,78.5,66,64,59.4,52,83,55.3,26,12,12,12,29.9,29.9,29.9,0.0,12768503.0
2018-08-07,91,79.2,66,63,55.9,46,78,49.1,21,13,13,13,29.9,29.9,29.9,0.0,17156539.0
2018-08-08,93,81.0,68,59,56.6,52,68,45.9,24,12,12,12,29.9,29.9,29.9,0.0,10365029.0
2018-08-09,95,81.8,70,68,59.3,52,78,49.4,24,14,14,14,29.9,29.9,29.9,0.0,
2018-08-10,91,80.7,66,66,56.9,52,78,46.4,27,13,13,13,30.0,29.9,29.9,0.0,18.0
2018-08-11,88,78.3,70,61,56.4,52,73,48.0,31,13,13,13,30.0,29.9,29.9,0.0,2.0
2018-08-12,93,78.6,63,63,56.5,50,78,49.5,26,13,13,13,29.9,29.9,29.9,0.0,14.0
2018-08-13,86,76.5,61,68,60.2,52,83,59.1,35,14,14,14,29.9,29.9,29.8,0.0,1211.0
2018-08-14,88,77.9,64,72,66.0,61,88,67.6,46,9,9,9,29.9,29.8,29.8,0.0,8549466.0
2018-08-15,91,81.2,72,72,66.3,61,89,63.7,40,14,14,14,29.8,29.8,29.8,0.0,13160807.0
2018-08-16,86,77.1,66,70,65.1,63,88,67.7,45,13,13,13,29.9,29.8,29.8,0.0,13821882.0
2018-08-17,88,77.4,66,66,64.2,63,88,65.7,45,9,9,9,29.9,29.8,29.8,0.0,13594525.0
2018-08-18,91,81.2,70,66,61.7,54,83,55.1,28,12,12,12,29.9,29.8,29.8,0.0,14619996.0
2018-08-19,97,82.4,68,68,58.1,52,73,46.4,23,13,13,13,29.9,29.8,29.7,0.0,11918487.0
