,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,AGIOI THEODOROI
2019-12-01,59,55.1,50,50,39.5,32,77,56.6,36,16,16,16,30.0,29.8,29.7,0.0,122308.0
2019-12-02,57,51.0,45,46,40.4,36,87,67.5,51,12,12,12,30.0,29.9,29.8,0.0,172252.0
2019-12-03,68,53.4,41,52,46.2,39,93,78.0,52,13,13,13,29.8,29.8,29.7,0.0,183171.0
2019-12-04,55,52.3,50,52,45.4,41,88,78.1,67,25,25,25,29.9,29.8,29.7,0.0,178341.0
2019-12-05,55,52.3,50,43,38.9,36,71,61.2,51,26,26,26,30.0,30.0,30.0,0.0,158303.0
2019-12-06,57,50.8,45,45,38.8,34,93,63.6,50,13,13,13,30.0,30.0,29.9,0.0,70483.0
2019-12-07,64,54.6,46,54,48.0,43,94,79.1,63,8,8,8,29.9,29.8,29.7,0.0,82155.0
2019-12-08,64,53.5,43,48,43.6,41,100,72.3,42,13,13,13,29.8,29.7,29.7,0.0,123007.0
2019-12-09,63,51.0,39,48,43.7,37,100,78.3,55,10,10,10,29.8,29.6,29.6,0.0,187251.0
2019-12-10,59,54.2,48,55,51.7,46,100,91.1,82,15,15,15,29.6,29.5,29.4,0.0,161049.0
2019-12-11,63,55.8,50,54,49.2,46,100,81.0,55,13,13,13,29.4,29.4,29.4,0.0,186586.0
2019-12-12,55,51.4,46,50,46.8,45,100,84.8,72,9,9,9,29.4,29.4,29.4,0.0,172093.0
2019-12-13,61,51.7,43,52,45.7,43,100,81.5,59,13,13,13,29.4,29.3,29.3,0.0,79345.0
2019-12-14,61,55.7,50,54,47.9,43,88,75.1,63,23,23,23,29.3,29.1,29.0,0.0,17390.0
2019-12-15,64,57.0,50,54,49.6,46,94,77.5,64,12,12,12,29.9,29.7,29.4,0.0,55258.0
2019-12-16,66,54.5,43,54,48.8,41,100,81.4,60,12,12,12,30.0,29.9,29.9,0.0,68485.0
2019-12-17,68,54.4,43,55,48.9,43,100,82.7,56,7,7,7,30.0,29.9,29.9,0.0,116856.0
2019-12-18,64,52.5,41,54,47.5,41,100,84.4,59,9,9,9,30.1,30.0,30.0,0.0,180719.0
2019-12-19,64,55.3,45,55,50.2,45,100,84.0,64,9,9,9,30.1,30.0,30.0,0.0,167752.0
2019-12-20,66,59.8,55,55,53.4,52,88,78.7,64,16,16,16,30.0,29.9,29.8,0.0,162366.0
2019-12-21,66,59.4,54,52,50.1,45,88,72.2,52,15,15,15,29.8,29.7,29.6,0.0,3875.0
2019-12-22,66,62.4,55,57,51.6,45,88,68.1,52,32,32,32,29.6,29.4,29.2,0.0,7065.0
2019-12-23,63,57.8,54,50,45.7,43,77,63.9,55,17,17,17,29.2,29.1,29.1,0.0,16710.0
2019-12-24,57,53.5,46,45,37.6,32,82,55.3,38,14,14,14,29.5,29.3,29.1,0.0,11172.0
2019-12-25,55,51.2,43,37,31.7,28,81,48.6,38,21,21,21,29.5,29.4,29.4,0.0,7054.0
2019-12-26,55,50.1,45,39,36.8,34,76,61.3,47,21,21,21,29.7,29.6,29.5,0.0,9921.0
2019-12-27,54,48.0,39,39,35.3,30,87,62.5,41,13,13,13,29.8,29.7,29.7,0.0,10435.0
2019-12-28,52,47.2,43,36,31.1,28,76,54.5,41,18,18,18,29.7,29.7,29.6,0.0,15568.0
2019-12-29,48,43.5,39,37,35.8,32,93,75.0,57,32,32,32,29.7,29.7,29.6,0.0,14656.0
2019-12-30,46,43.9,39,41,37.1,34,93,78.2,62,38,38,38,29.8,29.7,29.6,0.0,14606.0
2019-12-31,48,43.8,41,39,36.6,30,87,76.9,53,26,26,26,30.0,29.9,29.8,0.0,14029.0
